GradorPost,Relationship,Age,days_enrolled,kidsteenHome,Income,Total_Spent,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedOffers,cluster
Undergrad Degree,Relationship,48,526,1,60894.0,832,21,39.6,7,23.8,0,3
Undergrad Degree,Relationship,38,642,2,50200.0,401,13,30.8,8,46.2,0,0
PostGrad Degree,Relationship,49,197,0,81051.0,1501,22,68.2,2,4.5,2,1
Undergrad Degree,Relationship,32,326,0,65169.0,1189,27,44.0,6,3.7,5,3
Undergrad Degree,Relationship,42,502,1,59868.0,1194,25,47.8,6,28.0,0,3
PostGrad Degree,Relationship,54,309,1,65695.0,656,19,34.5,4,10.5,0,3
PostGrad Degree,Single,58,743,0,64857.0,1540,22,70.0,4,4.5,0,1
PostGrad Degree,Relationship,49,467,1,45143.0,311,12,25.9,7,25.0,0,2
PostGrad Degree,Relationship,59,543,1,74805.0,820,21,39.0,2,23.8,0,3
PostGrad Degree,Relationship,25,35,1,59060.0,274,11,24.9,4,27.3,0,2
PostGrad Degree,Single,52,595,2,27238.0,57,6,9.5,9,50.0,0,0
Undergrad Degree,Relationship,49,695,1,47009.0,448,13,34.5,4,30.8,0,0
PostGrad Degree,Relationship,41,61,2,46094.0,44,4,11.0,7,25.0,0,2
Undergrad Degree,Relationship,42,495,2,40321.0,102,6,17.0,7,33.3,0,2
Undergrad Degree,Relationship,30,338,1,37235.0,61,4,15.2,4,25.0,0,2
PostGrad Degree,Relationship,54,593,0,81843.0,1643,26,63.2,3,3.8,0,1
PostGrad Degree,Relationship,56,548,1,46692.0,397,12,33.1,6,25.0,0,0
Undergrad Degree,Relationship,46,158,1,77382.0,1121,24,46.7,1,8.3,1,3
Undergrad Degree,Single,37,1002,2,37774.0,473,12,39.4,9,33.3,2,0
Undergrad Degree,Relationship,40,252,1,18393.0,50,6,8.3,8,33.3,0,2
PostGrad Degree,Relationship,52,660,1,72828.0,1678,22,76.3,7,27.3,0,1
Undergrad Degree,Relationship,32,232,0,24711.0,58,6,9.7,7,16.7,0,2
PostGrad Degree,Relationship,39,437,1,45503.0,170,8,21.2,5,12.5,0,2
PostGrad Degree,Single,32,359,0,6560.0,373,2,186.5,17,0.0,0,1
PostGrad Degree,Relationship,69,384,0,71604.0,1196,16,74.8,4,6.2,2,1
Undergrad Degree,Relationship,35,156,1,27244.0,101,6,16.8,7,33.3,0,2
Undergrad Degree,Relationship,45,724,2,48752.0,316,12,26.3,9,41.7,1,0
Undergrad Degree,Relationship,52,444,1,71434.0,1400,18,77.8,4,16.7,2,1
Undergrad Degree,Single,66,495,0,90842.0,1424,26,54.8,1,3.8,0,3
PostGrad Degree,Relationship,36,840,1,88097.0,844,19,44.4,9,5.3,4,3
Undergrad Degree,Relationship,39,445,1,51948.0,311,11,28.3,5,18.2,0,2
Undergrad Degree,Relationship,32,488,0,71853.0,1149,16,71.8,1,6.2,0,1
PostGrad Degree,Relationship,31,230,0,35876.0,129,7,18.4,6,14.3,0,2
Undergrad Degree,Single,62,416,1,40049.0,32,4,8.0,6,25.0,0,2
Undergrad Degree,Single,32,850,1,39660.0,299,11,27.2,9,27.3,1,0
Undergrad Degree,Relationship,52,191,1,50127.0,320,12,26.7,6,8.3,1,2
PostGrad Degree,Relationship,37,745,1,43263.0,441,13,33.9,5,23.1,0,0
PostGrad Degree,Relationship,65,1061,2,62845.0,1178,17,69.3,8,64.7,2,1
Undergrad Degree,Relationship,24,658,0,18929.0,85,5,17.0,6,20.0,0,0
Undergrad Degree,Single,32,626,1,24367.0,24,3,8.0,9,33.3,0,0
Undergrad Degree,Single,39,654,1,33249.0,112,6,18.7,6,33.3,0,0
PostGrad Degree,Relationship,55,430,1,26887.0,30,4,7.5,6,25.0,0,2
PostGrad Degree,Relationship,31,534,0,50150.0,410,14,29.3,5,14.3,0,3
Undergrad Degree,Relationship,38,462,1,62061.0,800,21,38.1,6,14.3,1,3
PostGrad Degree,Single,52,641,0,85696.0,1313,19,69.1,1,5.3,1,1
PostGrad Degree,Relationship,58,616,0,76542.0,1483,22,67.4,2,4.5,0,1
Undergrad Degree,Single,21,411,0,70515.0,1258,16,78.6,2,6.2,1,1
Undergrad Degree,Relationship,27,847,1,18227.0,28,3,9.3,8,33.3,0,0
Undergrad Degree,Relationship,49,313,1,69139.0,227,10,22.7,4,10.0,0,2
Undergrad Degree,Relationship,32,816,0,69109.0,1555,19,81.8,4,5.3,2,1
Undergrad Degree,Single,52,629,1,69627.0,861,21,41.0,5,9.5,0,3
Undergrad Degree,Relationship,36,593,1,38136.0,103,6,17.2,8,33.3,1,0
PostGrad Degree,Single,68,222,0,62159.0,634,18,35.2,4,5.6,0,3
Undergrad Degree,Single,51,342,0,80695.0,1918,18,106.6,2,5.6,0,1
PostGrad Degree,Single,43,605,2,33316.0,131,7,18.7,6,42.9,0,0
Undergrad Degree,Relationship,46,801,2,58554.0,586,16,36.6,7,37.5,0,3
Undergrad Degree,Relationship,22,378,1,17256.0,62,5,12.4,8,40.0,1,2
Undergrad Degree,Single,40,555,2,53034.0,447,14,31.9,8,57.1,0,3
PostGrad Degree,Relationship,64,858,0,52203.0,939,26,36.1,6,3.8,0,3
PostGrad Degree,Single,37,499,1,59601.0,797,11,72.5,8,36.4,1,1
PostGrad Degree,Single,56,971,1,75154.0,1143,15,76.2,3,6.7,1,1
Undergrad Degree,Single,38,513,1,47025.0,415,14,29.6,6,21.4,0,3
Undergrad Degree,Relationship,41,376,1,37971.0,30,4,7.5,8,25.0,0,2
PostGrad Degree,Single,46,345,1,41335.0,187,9,20.8,7,33.3,0,2
Undergrad Degree,Relationship,56,207,1,67267.0,251,10,25.1,2,10.0,0,2
Undergrad Degree,Single,39,221,1,57338.0,237,10,23.7,5,20.0,0,2
PostGrad Degree,Relationship,54,346,2,50523.0,91,6,15.2,6,33.3,0,2
PostGrad Degree,Single,49,549,3,35791.0,35,4,8.8,8,50.0,0,0
PostGrad Degree,Single,54,970,1,50611.0,493,16,30.8,6,37.5,1,0
PostGrad Degree,Relationship,45,643,1,56242.0,971,23,42.2,6,21.7,0,3
Undergrad Degree,Single,54,1028,1,48904.0,371,13,28.5,8,30.8,0,0
Undergrad Degree,Single,39,341,3,56243.0,396,14,28.3,5,42.9,0,2
Undergrad Degree,Relationship,29,473,1,21355.0,68,5,13.6,6,40.0,2,2
PostGrad Degree,Relationship,43,529,1,57420.0,322,12,26.8,7,25.0,1,0
PostGrad Degree,Relationship,44,701,1,52247.25135379061,317,12,26.4,5,16.7,0,0
PostGrad Degree,Single,59,215,1,46390.0,222,9,24.7,7,11.1,0,2
PostGrad Degree,Relationship,58,639,2,54342.0,177,8,22.1,6,50.0,0,0
Undergrad Degree,Relationship,56,1002,2,52247.25135379061,45,4,11.2,5,25.0,0,0
PostGrad Degree,Single,50,5,2,52247.25135379061,21,3,7.0,7,33.3,0,2
Undergrad Degree,Relationship,41,909,1,20895.0,45,5,9.0,9,20.0,0,0
Undergrad Degree,Relationship,66,325,0,92344.0,1899,20,95.0,1,0.0,2,1
PostGrad Degree,Relationship,42,306,1,52247.25135379061,42,4,10.5,7,25.0,0,2
PostGrad Degree,Relationship,38,473,2,26907.0,22,4,5.5,7,50.0,0,2
Undergrad Degree,Relationship,34,720,2,44964.0,41,4,10.2,8,25.0,0,0
Undergrad Degree,Relationship,35,304,0,75507.0,1440,20,72.0,3,5.0,0,1
PostGrad Degree,Relationship,42,391,2,53761.0,325,11,29.5,5,54.5,0,2
Undergrad Degree,Relationship,41,636,1,22682.0,95,7,13.6,4,42.9,0,0
PostGrad Degree,Relationship,42,306,1,38887.0,42,4,10.5,7,25.0,0,2
PostGrad Degree,Single,39,816,2,41658.0,72,4,18.0,4,50.0,0,0
PostGrad Degree,Relationship,42,205,1,29791.0,20,5,4.0,5,40.0,0,2
PostGrad Degree,Relationship,58,494,2,63915.0,789,21,37.6,5,9.5,0,3
Undergrad Degree,Single,40,198,2,39996.0,15,3,5.0,6,33.3,0,2
Undergrad Degree,Single,42,157,1,26759.0,59,6,9.8,6,33.3,0,2
PostGrad Degree,Single,46,594,1,63841.0,908,21,43.2,6,4.8,0,3
PostGrad Degree,Relationship,45,785,2,51039.0,417,12,34.8,7,16.7,0,0
Undergrad Degree,Relationship,53,833,2,60544.0,289,11,26.3,6,36.4,0,0
Undergrad Degree,Relationship,42,252,1,65685.0,769,20,38.4,5,5.0,0,3
Undergrad Degree,Relationship,61,229,1,37716.0,188,8,23.5,7,25.0,0,2
Undergrad Degree,Single,57,845,1,36864.0,354,11,32.2,8,27.3,1,0
PostGrad Degree,Relationship,44,726,1,44511.0,727,20,36.4,8,30.0,0,3
PostGrad Degree,Relationship,47,881,2,36947.0,146,7,20.9,9,57.1,0,0
PostGrad Degree,Relationship,63,397,1,47352.0,319,12,26.6,7,33.3,0,2
PostGrad Degree,Relationship,61,354,1,67087.0,794,20,39.7,4,10.0,0,3
Undergrad Degree,Relationship,64,849,1,57045.0,454,15,30.3,3,20.0,0,0
PostGrad Degree,Single,61,910,2,36957.0,152,7,21.7,9,57.1,1,0
PostGrad Degree,Relationship,37,799,1,69389.0,797,21,38.0,4,4.8,0,3
Undergrad Degree,Relationship,42,565,1,80134.0,1690,14,120.7,6,14.3,4,1
PostGrad Degree,Relationship,45,291,2,43142.0,20,3,6.7,7,33.3,0,2
Undergrad Degree,Relationship,70,318,0,80589.0,1428,20,71.4,1,5.0,2,1
Undergrad Degree,Single,24,661,1,34412.0,209,8,26.1,9,37.5,0,0
Undergrad Degree,Single,35,426,1,57537.0,545,15,36.3,4,26.7,0,3
Undergrad Degree,Relationship,48,689,0,22634.0,96,5,19.2,8,20.0,0,0
Undergrad Degree,Relationship,66,286,0,51315.0,222,9,24.7,2,11.1,0,2
Undergrad Degree,Relationship,42,265,3,36026.0,61,5,12.2,6,40.0,0,2
Undergrad Degree,Relationship,41,312,2,24639.0,44,6,7.3,6,50.0,0,2
PostGrad Degree,Relationship,42,32,3,34578.0,8,3,2.7,6,33.3,0,2
PostGrad Degree,Single,42,419,0,65704.0,817,22,37.1,1,4.5,0,3
Undergrad Degree,Single,48,755,1,63810.0,1371,19,72.2,8,21.1,1,1
PostGrad Degree,Relationship,45,293,1,54132.0,42,4,10.5,7,25.0,0,2
Undergrad Degree,Relationship,55,708,0,18690.0,60,4,15.0,8,25.0,0,0
Undergrad Degree,Relationship,44,610,1,28164.0,78,6,13.0,7,50.0,0,0
PostGrad Degree,Relationship,40,602,1,34596.0,23,3,7.7,8,33.3,0,0
PostGrad Degree,Relationship,42,446,1,43269.0,19,3,6.3,8,33.3,0,2
PostGrad Degree,Single,56,251,2,38741.0,61,5,12.2,7,40.0,0,2
Undergrad Degree,Single,42,612,0,31907.0,449,13,34.5,7,7.7,0,0
PostGrad Degree,Relationship,31,581,1,27100.0,37,4,9.2,7,25.0,0,0
PostGrad Degree,Single,41,296,1,31163.0,38,4,9.5,6,25.0,0,2
Undergrad Degree,Relationship,29,352,0,92533.0,1131,22,51.4,2,4.5,2,3
Undergrad Degree,Single,41,348,2,34853.0,34,5,6.8,6,40.0,0,2
Undergrad Degree,Single,47,402,2,70844.0,294,12,24.5,7,41.7,0,2
PostGrad Degree,Relationship,35,610,2,31086.0,48,4,12.0,8,50.0,1,0
Undergrad Degree,Relationship,53,833,2,60544.0,289,11,26.3,6,36.4,0,0
PostGrad Degree,Relationship,28,680,0,20491.0,30,3,10.0,7,33.3,0,0
Undergrad Degree,Relationship,50,227,0,42523.0,125,6,20.8,2,16.7,0,2
Undergrad Degree,Relationship,31,660,1,39922.0,156,7,22.3,8,28.6,0,0
Undergrad Degree,Relationship,62,506,2,33402.0,70,6,11.7,8,50.0,0,0
PostGrad Degree,Relationship,65,441,2,36408.0,22,3,7.3,6,33.3,0,2
Undergrad Degree,Relationship,35,1002,1,21645.0,65,6,10.8,9,50.0,1,0
PostGrad Degree,Single,66,773,0,78427.0,1930,20,96.5,3,15.0,2,1
Undergrad Degree,Relationship,68,435,0,82657.0,2283,22,103.8,4,4.5,2,1
Undergrad Degree,Relationship,56,417,0,51876.0,310,12,25.8,1,8.3,0,2
PostGrad Degree,Relationship,43,720,0,78041.0,1319,17,77.6,2,5.9,0,1
Undergrad Degree,Relationship,57,1059,1,52852.0,879,22,40.0,8,18.2,1,3
PostGrad Degree,Relationship,32,407,0,70038.0,1244,16,77.8,2,6.2,0,1
PostGrad Degree,Relationship,41,258,1,69401.0,690,13,53.1,2,30.8,0,3
Undergrad Degree,Relationship,42,657,1,46053.0,209,9,23.2,5,33.3,0,0
Undergrad Degree,Relationship,49,91,0,77343.0,1134,16,70.9,1,6.2,0,1
Undergrad Degree,Single,61,388,0,73892.0,1507,22,68.5,1,4.5,1,1
PostGrad Degree,Single,47,432,1,40304.0,57,5,11.4,7,20.0,0,2
PostGrad Degree,Relationship,49,830,0,32727.0,529,15,35.3,8,13.3,0,3
Undergrad Degree,Relationship,45,164,0,68695.0,1091,15,72.7,2,6.7,0,1
Undergrad Degree,Single,43,784,1,43300.0,180,8,22.5,8,37.5,1,0
Undergrad Degree,Relationship,42,370,2,26290.0,77,6,12.8,6,66.7,0,2
Undergrad Degree,Single,44,4,0,93790.0,2349,25,94.0,2,0.0,4,1
PostGrad Degree,Relationship,40,813,0,38410.0,534,16,33.4,6,12.5,1,3
PostGrad Degree,Single,64,314,1,64866.0,556,17,32.7,5,23.5,1,3
Undergrad Degree,Relationship,55,474,1,57957.0,637,18,35.4,3,38.9,0,3
PostGrad Degree,Relationship,59,237,2,46015.0,46,4,11.5,7,25.0,2,2
Undergrad Degree,Relationship,36,171,1,16531.0,44,6,7.3,7,50.0,0,2
PostGrad Degree,Relationship,28,486,1,28072.0,47,4,11.8,7,25.0,0,2
PostGrad Degree,Single,51,534,1,49476.0,795,18,44.2,2,22.2,0,3
Undergrad Degree,Relationship,61,661,1,50725.0,586,17,34.5,8,23.5,0,3
Undergrad Degree,Relationship,62,366,0,83844.0,1574,19,82.8,1,5.3,1,1
PostGrad Degree,Relationship,64,126,2,41145.0,13,3,4.3,3,33.3,0,2
Undergrad Degree,Relationship,44,689,1,67419.0,1471,21,70.0,5,19.0,0,1
PostGrad Degree,Relationship,44,350,2,23162.0,65,5,13.0,6,60.0,0,2
Undergrad Degree,Relationship,37,669,1,34380.0,175,8,21.9,8,50.0,0,0
Undergrad Degree,Single,48,588,1,34704.0,40,4,10.0,5,25.0,0,0
PostGrad Degree,Relationship,45,1062,2,94871.0,1078,17,63.4,7,5.9,3,3
Undergrad Degree,Relationship,56,750,1,65148.0,1115,19,58.7,4,10.5,0,3
Undergrad Degree,Relationship,60,369,1,39898.0,134,7,19.1,7,28.6,0,2
PostGrad Degree,Single,58,743,0,64857.0,1540,22,70.0,4,4.5,0,1
PostGrad Degree,Relationship,44,663,1,59892.0,87,6,14.5,3,16.7,0,0
PostGrad Degree,Single,27,404,0,41020.0,217,9,24.1,3,11.1,0,2
PostGrad Degree,Relationship,53,316,1,57072.0,1034,25,41.4,5,8.0,1,3
Undergrad Degree,Single,35,701,1,60474.0,1180,24,49.2,7,29.2,0,3
Undergrad Degree,Relationship,54,827,1,62807.0,819,20,41.0,5,15.0,0,3
PostGrad Degree,Relationship,33,416,1,19414.0,32,4,8.0,8,25.0,0,2
Undergrad Degree,Relationship,34,471,1,19107.0,46,4,11.5,7,50.0,0,2
PostGrad Degree,Relationship,38,1032,1,75484.0,1159,16,72.4,4,12.5,0,1
PostGrad Degree,Single,38,643,1,70379.0,860,22,39.1,4,13.6,0,3
PostGrad Degree,Relationship,44,167,0,79419.0,1631,14,116.5,2,7.1,0,1
PostGrad Degree,Relationship,68,61,3,64014.0,444,15,29.6,7,46.7,1,2
Undergrad Degree,Relationship,59,400,1,76998.0,1910,27,70.7,6,7.4,1,1
PostGrad Degree,Relationship,42,421,1,49854.0,380,13,29.2,6,38.5,0,2
PostGrad Degree,Relationship,43,530,2,60585.0,736,20,36.8,5,50.0,1,3
PostGrad Degree,Single,64,684,2,42873.0,269,11,24.5,8,36.4,0,0
Undergrad Degree,Relationship,26,497,0,87679.0,2524,28,90.1,4,3.6,4,1
Undergrad Degree,Relationship,36,695,1,57867.0,612,18,34.0,6,38.9,0,3
Undergrad Degree,Relationship,24,389,1,35765.0,75,6,12.5,6,33.3,0,2
Undergrad Degree,Relationship,55,314,0,65492.0,1045,24,43.5,2,8.3,0,3
Undergrad Degree,Single,37,693,1,32952.0,55,5,11.0,7,20.0,0,0
PostGrad Degree,Relationship,45,842,1,53374.0,1064,15,70.9,9,40.0,2,1
Undergrad Degree,Relationship,55,753,1,71706.0,1443,21,68.7,5,19.0,0,1
Undergrad Degree,Relationship,26,692,0,68487.0,1366,29,47.1,4,3.4,0,3
PostGrad Degree,Relationship,39,399,2,53253.0,436,12,36.3,5,58.3,0,2
PostGrad Degree,Single,41,296,1,31163.0,38,4,9.5,6,25.0,0,2
Undergrad Degree,Relationship,37,841,1,42014.0,436,14,31.1,8,42.9,1,0
PostGrad Degree,Relationship,41,939,2,54108.0,747,19,39.3,8,68.4,0,3
PostGrad Degree,Single,59,838,0,49667.0,1396,20,69.8,8,10.0,2,1
PostGrad Degree,Relationship,40,261,0,63206.0,928,13,71.4,2,7.7,1,1
PostGrad Degree,Relationship,42,455,2,57136.0,642,17,37.8,6,52.9,0,3
PostGrad Degree,Relationship,39,878,1,46772.0,1048,24,43.7,8,25.0,1,3
PostGrad Degree,Relationship,43,407,0,78931.0,943,23,41.0,1,4.3,0,3
Undergrad Degree,Relationship,56,487,1,53977.0,907,22,41.2,5,22.7,0,3
Undergrad Degree,Relationship,26,307,0,84219.0,1198,17,70.5,1,5.9,0,1
PostGrad Degree,Single,39,840,2,46098.0,120,7,17.1,8,57.1,0,0
Undergrad Degree,Relationship,49,741,1,73538.0,1658,23,72.1,7,13.0,0,1
Undergrad Degree,Relationship,28,223,0,79529.0,1638,21,78.0,2,4.8,0,1
PostGrad Degree,Relationship,37,585,0,20981.0,73,6,12.2,8,16.7,1,0
Undergrad Degree,Single,34,33,1,51766.0,275,10,27.5,5,20.0,0,2
Undergrad Degree,Relationship,52,738,1,55759.0,854,21,40.7,8,23.8,0,3
Undergrad Degree,Relationship,36,453,1,33039.0,78,6,13.0,5,16.7,0,2
PostGrad Degree,Relationship,42,442,1,37787.0,106,6,17.7,8,16.7,0,2
Undergrad Degree,Single,44,755,1,27242.0,106,5,21.2,9,40.0,1,0
PostGrad Degree,Single,31,640,0,87188.0,1923,18,106.8,3,5.6,1,1
Undergrad Degree,Relationship,43,559,0,69930.0,1662,21,79.1,3,4.8,0,1
Undergrad Degree,Single,38,157,1,37697.0,84,6,14.0,6,16.7,0,2
PostGrad Degree,Relationship,41,184,1,37401.0,48,5,9.6,7,40.0,0,2
Undergrad Degree,Relationship,38,746,2,58597.0,733,20,36.6,7,60.0,0,3
PostGrad Degree,Single,66,216,0,82032.0,1234,17,72.6,1,0.0,0,1
Undergrad Degree,Relationship,56,754,2,28087.0,112,6,18.7,7,50.0,0,0
PostGrad Degree,Single,27,285,0,74004.0,1658,14,118.4,3,7.1,3,1
Undergrad Degree,Relationship,54,622,1,19740.0,55,5,11.0,5,40.0,0,0
PostGrad Degree,Relationship,39,754,1,57036.0,1513,22,68.8,9,18.2,1,1
PostGrad Degree,Relationship,56,570,2,53083.0,271,11,24.6,7,54.5,1,0
PostGrad Degree,Relationship,39,175,1,69283.0,904,23,39.3,5,17.4,0,3
PostGrad Degree,Single,39,840,2,46098.0,120,7,17.1,8,57.1,1,0
PostGrad Degree,Relationship,26,971,1,23331.0,103,6,17.2,8,33.3,0,0
PostGrad Degree,Single,26,940,1,23331.0,269,11,24.5,9,54.5,0,0
Undergrad Degree,Single,25,351,1,9255.0,22,4,5.5,8,25.0,0,2
PostGrad Degree,Single,55,512,0,67786.0,1156,15,77.1,1,6.7,1,1
PostGrad Degree,Relationship,43,781,1,71969.0,1086,16,67.9,8,18.8,1,1
PostGrad Degree,Single,47,370,1,59235.0,1128,25,45.1,7,12.0,0,3
Undergrad Degree,Relationship,25,253,1,31928.0,72,7,10.3,7,28.6,0,2
PostGrad Degree,Relationship,53,490,2,74881.0,964,23,41.9,5,17.4,0,3
Undergrad Degree,Relationship,36,737,0,65819.0,1383,19,72.8,3,5.3,0,1
PostGrad Degree,Single,61,559,3,51411.0,18,3,6.0,5,33.3,0,0
Undergrad Degree,Single,50,827,1,51983.0,793,21,37.8,7,14.3,0,3
PostGrad Degree,Relationship,28,692,1,42386.0,100,6,16.7,8,16.7,0,0
PostGrad Degree,Relationship,27,665,0,30390.0,80,5,16.0,6,20.0,0,0
Undergrad Degree,Single,51,816,0,30983.0,167,7,23.9,8,14.3,1,0
Undergrad Degree,Single,57,685,1,66033.0,677,18,37.6,7,11.1,0,3
PostGrad Degree,Relationship,39,617,2,37284.0,23,3,7.7,6,33.3,0,0
PostGrad Degree,Single,63,361,1,57530.0,92,6,15.3,1,16.7,0,2
PostGrad Degree,Relationship,49,125,0,76800.0,641,15,42.7,1,6.7,0,2
Undergrad Degree,Relationship,58,1031,1,63943.0,1106,16,69.1,5,6.2,0,1
Undergrad Degree,Relationship,52,197,0,76081.0,1033,13,79.5,2,7.7,1,1
Undergrad Degree,Relationship,40,728,1,67445.0,1174,27,43.5,6,18.5,0,3
PostGrad Degree,Relationship,47,447,2,37054.0,25,4,6.2,7,50.0,0,2
PostGrad Degree,Relationship,52,769,2,47175.0,240,10,24.0,8,70.0,2,0
Undergrad Degree,Single,38,540,1,31859.0,20,3,6.7,7,33.3,0,0
Undergrad Degree,Single,53,682,3,27215.0,102,7,14.6,6,57.1,0,0
PostGrad Degree,Single,38,503,1,70179.0,1034,23,45.0,5,13.0,0,3
Undergrad Degree,Relationship,31,660,1,39922.0,156,7,22.3,8,28.6,0,0
PostGrad Degree,Relationship,38,604,2,49681.0,458,15,30.5,7,40.0,0,3
Undergrad Degree,Relationship,26,1060,1,24645.0,17,3,5.7,8,33.3,0,0
Undergrad Degree,Single,60,171,1,79865.0,792,20,39.6,1,5.0,0,3
Undergrad Degree,Relationship,29,173,1,44322.0,92,6,15.3,8,33.3,0,2
Undergrad Degree,Single,62,686,1,47958.0,407,14,29.1,5,14.3,0,0
PostGrad Degree,Single,50,1028,1,63972.0,1269,19,66.8,4,21.1,1,1
Undergrad Degree,Relationship,60,235,1,75315.0,841,21,40.0,2,9.5,0,3
PostGrad Degree,Relationship,64,800,2,55517.0,633,18,35.2,9,27.8,1,3
PostGrad Degree,Relationship,57,619,3,75283.0,1019,14,72.8,4,78.6,0,1
PostGrad Degree,Single,68,742,0,82800.0,1315,25,52.6,3,4.0,3,3
Undergrad Degree,Relationship,60,1000,2,38998.0,54,5,10.8,8,60.0,0,0
PostGrad Degree,Single,23,296,0,90638.0,2525,17,148.5,1,5.9,2,1
PostGrad Degree,Relationship,28,404,1,27161.0,52,4,13.0,7,25.0,0,2
Undergrad Degree,Relationship,37,841,1,42014.0,436,14,31.1,8,42.9,1,0
PostGrad Degree,Relationship,54,617,1,38201.0,268,11,24.4,8,36.4,0,0
Undergrad Degree,Relationship,32,258,2,45203.0,147,7,21.0,6,14.3,1,2
PostGrad Degree,Relationship,67,222,0,81574.0,1798,17,105.8,1,5.9,2,1
Undergrad Degree,Relationship,22,533,0,34935.0,137,7,19.6,7,14.3,0,0
PostGrad Degree,Single,38,682,1,60482.0,507,16,31.7,7,6.2,0,3
Undergrad Degree,Relationship,58,317,3,34633.0,15,3,5.0,6,33.3,0,2
PostGrad Degree,Relationship,67,389,0,78093.0,1105,16,69.1,1,6.2,0,1
Undergrad Degree,Single,64,662,0,82460.0,974,14,69.6,1,7.1,0,1
PostGrad Degree,Relationship,48,227,1,45903.0,66,6,11.0,4,33.3,0,2
Undergrad Degree,Single,27,284,0,81361.0,778,26,29.9,1,3.8,1,3
PostGrad Degree,Single,41,201,2,35860.0,49,4,12.2,5,50.0,2,2
PostGrad Degree,Relationship,62,839,2,40442.0,169,8,21.1,7,50.0,1,0
Undergrad Degree,Relationship,49,162,0,61482.0,299,11,27.2,2,9.1,0,2
Undergrad Degree,Relationship,34,428,1,34968.0,221,10,22.1,7,70.0,0,2
Undergrad Degree,Relationship,27,347,0,75794.0,1682,24,70.1,3,4.2,1,1
PostGrad Degree,Relationship,52,907,1,31497.0,155,8,19.4,8,25.0,0,0
Undergrad Degree,Relationship,59,660,0,74268.0,892,12,74.3,2,8.3,0,1
Undergrad Degree,Relationship,26,827,1,13724.0,58,4,14.5,9,25.0,1,0
PostGrad Degree,Relationship,49,467,1,45143.0,311,12,25.9,7,25.0,0,2
PostGrad Degree,Single,47,216,1,52569.0,95,6,15.8,3,16.7,0,2
PostGrad Degree,Single,41,779,1,48432.0,424,14,30.3,8,35.7,1,0
PostGrad Degree,Relationship,54,294,2,17144.0,47,7,6.7,7,71.4,0,2
Undergrad Degree,Single,30,417,1,36108.0,339,12,28.2,9,25.0,1,2
Undergrad Degree,Relationship,43,799,1,76445.0,1410,20,70.5,6,5.0,0,1
PostGrad Degree,Relationship,39,225,1,36663.0,35,5,7.0,2,20.0,0,2
PostGrad Degree,Relationship,49,527,1,53843.0,562,16,35.1,7,25.0,0,3
PostGrad Degree,Relationship,58,801,0,90226.0,2352,23,102.3,2,4.3,1,1
PostGrad Degree,Single,59,699,0,70638.0,1334,19,70.2,3,5.3,1,1
Undergrad Degree,Relationship,54,463,2,44512.0,32,4,8.0,4,50.0,0,2
Undergrad Degree,Relationship,53,306,2,27116.0,41,5,8.2,7,40.0,0,2
PostGrad Degree,Relationship,51,497,2,54072.0,39,4,9.8,8,25.0,0,2
Undergrad Degree,Relationship,37,689,1,71855.0,1141,21,54.3,3,19.0,0,3
PostGrad Degree,Single,24,616,1,51250.0,710,19,37.4,9,26.3,1,3
PostGrad Degree,Relationship,41,94,1,60432.0,401,14,28.6,6,35.7,0,2
PostGrad Degree,Relationship,50,32,1,65526.0,506,16,31.6,2,6.2,0,2
Undergrad Degree,Single,26,789,0,68655.0,1538,20,76.9,3,5.0,0,1
PostGrad Degree,Relationship,36,968,0,12393.0,57,5,11.4,9,20.0,0,0
Undergrad Degree,Single,24,476,0,64509.0,1722,18,95.7,4,5.6,2,1
Undergrad Degree,Single,39,454,1,33955.0,270,11,24.5,8,36.4,0,2
Undergrad Degree,Relationship,37,342,2,31353.0,31,4,7.8,8,50.0,1,2
Undergrad Degree,Relationship,30,575,1,55434.0,882,21,42.0,4,14.3,0,3
Undergrad Degree,Relationship,31,405,1,28359.0,16,3,5.3,7,33.3,0,2
Undergrad Degree,Single,27,202,1,57100.0,311,12,25.9,3,16.7,0,2
Undergrad Degree,Relationship,49,313,1,69139.0,227,10,22.7,4,10.0,0,2
PostGrad Degree,Relationship,58,847,1,52973.0,1152,24,48.0,8,29.2,0,3
PostGrad Degree,Relationship,49,473,1,51717.0,122,7,17.4,7,14.3,1,2
Undergrad Degree,Relationship,43,370,1,18793.0,77,6,12.8,8,50.0,0,2
PostGrad Degree,Relationship,32,802,0,66664.0,1289,18,71.6,3,5.6,0,1
Undergrad Degree,Single,55,689,2,50664.0,561,15,37.4,9,60.0,0,3
Undergrad Degree,Relationship,51,682,2,54414.0,211,9,23.4,4,44.4,0,0
PostGrad Degree,Relationship,62,278,1,54549.0,233,10,23.3,7,20.0,0,2
PostGrad Degree,Single,43,849,1,47111.0,1092,15,72.8,9,40.0,0,1
PostGrad Degree,Single,51,629,0,41003.0,601,16,37.6,6,6.2,0,3
Undergrad Degree,Relationship,32,287,1,19444.0,54,7,7.7,7,42.9,1,2
PostGrad Degree,Relationship,38,407,1,36301.0,78,6,13.0,7,16.7,0,2
PostGrad Degree,Relationship,67,462,1,73059.0,1095,25,43.8,4,4.0,0,3
