,GradorPost,Relationship,Age,days,kidsteenHome,Income,MntTotal,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedCmp,Education,Marital_Status,Dt_Customer,Year_Birth,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,cluster
131,PostGrad Degree,Single,56,429,2,61331.0,632,18,35.1,8,27.8,0,Master,Alone,2013-10-03,1958,1,1,42,534,5,47,0,5,41,5,11,1,6,0,0,0,0,0,0,0,3
132,Undergrad Degree,Relationship,45,65,0,73448.0,725,18,40.3,4,5.6,0,Graduation,Married,2014-10-02,1969,0,0,10,236,106,189,23,41,130,1,7,2,9,0,0,0,0,0,0,0,3
133,Undergrad Degree,Relationship,51,393,1,52247.25135379061,725,18,40.3,4,5.6,0,Graduation,Married,2013-11-08,1963,0,1,96,231,65,196,38,71,124,1,6,5,7,0,0,0,0,0,0,0,3
134,PostGrad Degree,Relationship,50,479,2,41551.0,279,11,25.4,8,45.5,0,PhD,Married,2013-08-14,1964,1,1,51,220,0,33,3,0,23,5,5,1,5,0,0,0,0,0,0,0,2
135,PostGrad Degree,Relationship,47,629,0,62981.0,1482,22,67.4,3,4.5,1,PhD,Together,2013-03-17,1967,0,0,21,796,14,590,38,44,0,1,4,5,13,0,1,0,0,0,0,0,1
136,Undergrad Degree,Single,38,850,1,9548.0,29,4,7.2,8,50.0,0,Basic,Divorced,2012-08-08,1976,1,0,31,0,1,3,10,6,9,2,1,0,3,0,0,0,0,0,0,0,0
137,PostGrad Degree,Relationship,55,517,3,33762.0,106,6,17.7,8,50.0,0,PhD,Married,2013-07-07,1959,2,1,61,53,1,34,2,0,16,3,2,2,2,0,0,0,0,0,0,0,0
138,PostGrad Degree,Single,41,201,2,35860.0,49,4,12.2,5,50.0,2,PhD,Alone,2014-05-19,1973,1,1,37,15,0,8,4,2,20,2,1,1,2,1,0,0,0,0,0,1,2
139,PostGrad Degree,Single,49,496,2,36921.0,38,5,7.6,7,40.0,0,PhD,Divorced,2013-07-28,1965,1,1,74,17,1,12,3,1,4,2,2,0,3,0,0,0,0,0,0,0,2
140,PostGrad Degree,Single,22,778,0,92859.0,2077,21,98.9,2,4.8,0,Master,Single,2012-10-19,1992,0,0,46,962,61,921,52,61,20,1,5,4,12,0,0,0,0,0,0,0,1
141,PostGrad Degree,Relationship,38,387,1,65104.0,1053,15,70.2,7,13.3,1,Master,Together,2013-11-14,1976,0,1,4,738,0,232,13,20,50,2,3,5,7,0,0,0,0,0,0,1,1
142,Undergrad Degree,Relationship,52,596,0,86111.0,1385,22,63.0,2,4.5,0,Graduation,Married,2013-04-19,1962,0,0,73,399,28,756,36,40,126,1,5,7,10,0,0,0,0,0,0,0,1
143,PostGrad Degree,Single,40,465,1,68352.0,871,22,39.6,6,13.6,0,PhD,Single,2013-08-28,1974,0,1,47,614,16,132,43,33,33,3,8,5,9,0,0,0,0,0,0,0,3
144,Undergrad Degree,Relationship,26,627,1,41883.0,312,9,34.7,7,33.3,0,Graduation,Together,2013-03-19,1988,1,0,13,32,34,41,73,16,116,3,4,2,3,0,0,0,0,0,0,0,0
145,Undergrad Degree,Relationship,38,779,2,59809.0,877,12,73.1,8,25.0,0,Graduation,Married,2012-10-18,1976,0,2,36,598,16,141,32,41,49,3,3,3,6,0,0,0,0,0,0,0,1
146,Undergrad Degree,Relationship,39,769,1,23957.0,68,5,13.6,6,20.0,1,Graduation,Married,2012-10-28,1975,1,0,47,2,1,18,20,11,16,1,2,0,3,0,0,0,0,0,0,1,0
147,Undergrad Degree,Relationship,33,465,1,38547.0,22,3,7.3,8,33.3,0,Graduation,Together,2013-08-28,1981,1,0,49,6,1,10,0,1,4,1,1,0,2,0,0,0,0,0,1,0,2
148,PostGrad Degree,Relationship,41,836,3,35688.0,211,9,23.4,8,77.8,0,2n Cycle,Married,2012-08-22,1973,2,1,94,73,3,90,12,1,32,7,4,1,4,0,0,0,0,0,0,0,0
149,PostGrad Degree,Relationship,48,168,0,49605.0,127,7,18.1,3,14.3,0,Master,Married,2014-06-21,1966,0,0,65,42,16,29,12,20,8,1,2,1,4,0,0,0,0,0,0,0,2
150,PostGrad Degree,Relationship,61,226,2,59354.0,459,15,30.6,3,6.7,0,Master,Married,2014-04-24,1953,0,2,59,295,21,78,39,13,13,1,4,4,7,0,0,0,0,0,0,0,2
151,Undergrad Degree,Relationship,45,156,1,65747.0,460,15,30.7,6,26.7,1,Graduation,Married,2014-07-03,1969,0,1,96,346,17,48,23,13,13,4,8,1,6,0,1,0,0,0,0,0,2
152,PostGrad Degree,Relationship,42,722,1,46344.0,429,13,33.0,7,30.8,0,2n Cycle,Together,2012-12-14,1972,0,1,28,233,20,57,8,20,91,4,7,1,5,0,0,0,0,0,0,0,0
153,Undergrad Degree,Single,26,1,1,34176.0,89,7,12.7,6,57.1,0,Graduation,Alone,2014-12-05,1988,1,0,12,5,7,24,19,14,20,4,3,0,4,0,0,0,0,0,0,0,2
154,PostGrad Degree,Relationship,62,817,1,61010.0,1021,24,42.5,5,8.3,0,PhD,Together,2012-09-10,1952,0,1,57,888,0,57,0,0,76,2,8,5,11,0,0,0,0,0,0,0,3
155,Undergrad Degree,Relationship,65,655,0,69372.0,1381,20,69.0,4,5.0,3,Graduation,Together,2013-02-19,1949,0,0,10,997,26,269,34,13,42,1,10,4,6,0,1,1,0,0,0,1,1
156,Undergrad Degree,Single,56,486,1,49967.0,306,12,25.5,7,25.0,0,Graduation,Single,2013-08-07,1958,0,1,4,212,6,69,4,12,3,3,6,1,5,0,0,0,0,0,0,0,2
157,Undergrad Degree,Single,36,362,3,60199.0,18,3,6.0,4,33.3,0,Graduation,Single,2013-12-09,1978,1,2,49,8,1,7,2,0,0,1,0,0,3,0,0,0,0,0,0,0,2
158,Undergrad Degree,Relationship,37,415,1,55375.0,162,8,20.2,2,12.5,0,Graduation,Together,2013-10-17,1977,0,1,3,42,11,57,10,28,14,1,1,1,6,0,0,0,0,0,0,0,2
159,Undergrad Degree,Single,59,473,0,80317.0,1231,17,72.4,1,5.9,0,Graduation,Single,2013-08-20,1955,0,0,64,536,11,387,149,91,57,1,3,4,10,0,0,0,0,0,0,0,1
160,PostGrad Degree,Single,56,698,3,30523.0,13,3,4.3,7,33.3,0,Master,Single,2013-01-07,1958,2,1,0,5,0,3,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0
161,PostGrad Degree,Relationship,69,939,0,70356.0,1706,25,68.2,6,8.0,0,PhD,Married,2012-05-11,1945,0,0,20,1349,16,249,43,16,33,2,10,6,9,0,0,0,0,0,0,0,1
162,Undergrad Degree,Relationship,30,219,1,23228.0,121,7,17.3,8,57.1,0,Graduation,Married,2014-05-01,1984,1,0,91,53,3,49,7,4,5,4,3,0,4,0,0,0,0,0,0,0,2
163,PostGrad Degree,Single,39,700,0,74165.0,1293,19,68.1,2,5.3,0,PhD,Divorced,2013-01-05,1975,0,0,9,1001,12,240,16,12,12,1,5,4,10,0,0,0,0,0,0,0,1
164,PostGrad Degree,Relationship,41,337,1,115000.0,1608,22,73.1,0,68.2,0,PhD,Married,2014-01-03,1973,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,1
165,Undergrad Degree,Relationship,48,388,3,43482.0,88,6,14.7,6,50.0,0,Graduation,Together,2013-11-13,1966,2,1,83,18,1,32,6,3,28,3,2,0,4,0,0,0,0,0,0,0,2
166,Undergrad Degree,Single,61,383,0,62551.0,421,17,24.8,3,5.9,1,Graduation,Divorced,2013-11-18,1953,0,0,27,125,16,98,134,21,27,1,6,7,4,1,0,0,0,0,0,0,3
167,Undergrad Degree,Single,55,465,0,52332.0,259,11,23.5,4,9.1,1,Graduation,Divorced,2013-08-28,1959,0,0,63,212,5,33,7,0,2,1,3,2,6,0,1,0,0,0,0,0,2
168,Undergrad Degree,Single,26,663,0,66951.0,1117,14,79.8,1,7.1,0,Graduation,Single,2013-02-11,1988,0,0,46,277,162,305,173,76,124,1,3,4,7,0,0,0,0,0,0,0,1
169,Undergrad Degree,Relationship,57,284,2,26091.0,89,6,14.8,5,50.0,0,Graduation,Together,2014-02-25,1957,1,1,84,15,10,19,8,17,20,3,2,1,3,0,0,0,0,0,0,0,2
170,Undergrad Degree,Relationship,49,229,2,33456.0,36,4,9.0,7,50.0,0,Graduation,Together,2014-04-21,1965,1,1,58,7,3,10,8,1,7,2,1,0,3,0,0,0,0,0,0,0,2
171,Undergrad Degree,Relationship,32,511,1,28718.0,57,5,11.4,8,40.0,0,Graduation,Married,2013-07-13,1982,1,0,78,12,4,6,11,8,16,2,2,0,3,0,0,0,0,0,0,0,0
172,Undergrad Degree,Relationship,44,229,2,50447.0,148,7,21.1,6,14.3,0,Graduation,Married,2014-04-21,1970,2,0,4,85,7,24,2,3,27,1,3,1,3,0,0,0,0,0,0,0,2
173,PostGrad Degree,Relationship,55,310,2,53537.0,93,6,15.5,5,33.3,0,PhD,Together,2014-01-30,1959,1,1,17,81,0,6,0,0,6,2,2,1,3,0,0,0,0,0,0,0,2
174,Undergrad Degree,Single,47,246,1,52074.0,119,6,19.8,4,16.7,1,Graduation,Single,2014-04-04,1967,0,1,77,59,0,12,0,0,48,1,2,2,2,1,0,0,0,0,0,0,2
175,PostGrad Degree,Relationship,39,727,1,80427.0,1835,27,68.0,5,3.7,0,PhD,Married,2012-12-09,1975,0,1,56,1149,71,449,69,71,26,1,11,8,8,0,0,0,0,0,0,0,1
176,PostGrad Degree,Relationship,66,720,0,83837.0,1318,24,54.9,4,4.2,3,PhD,Married,2012-12-16,1948,0,0,79,847,66,119,86,89,111,1,9,10,5,0,1,0,1,0,0,1,3
177,PostGrad Degree,Relationship,44,197,2,38853.0,45,5,9.0,7,40.0,0,PhD,Married,2014-05-23,1970,1,1,90,29,0,14,0,0,2,2,2,0,3,0,0,0,0,0,0,0,2
178,Undergrad Degree,Relationship,55,165,3,38285.0,10,3,3.3,2,33.3,0,Graduation,Together,2014-06-24,1959,2,1,96,2,0,5,2,0,1,1,0,0,3,0,0,0,0,0,0,0,2
179,PostGrad Degree,Relationship,63,693,0,78497.0,978,24,40.8,2,4.2,1,2n Cycle,Married,2013-01-12,1951,0,0,44,207,26,447,75,0,223,1,5,7,12,0,0,0,1,0,0,0,3
180,PostGrad Degree,Relationship,38,31,1,51650.0,191,9,21.2,5,11.1,0,PhD,Married,2014-11-05,1976,0,1,81,152,3,22,2,5,7,1,4,1,4,0,0,0,0,0,0,0,2
181,PostGrad Degree,Relationship,26,62,1,16248.0,57,6,9.5,6,50.0,0,2n Cycle,Married,2014-10-05,1988,1,0,77,12,11,10,3,12,9,3,2,1,3,0,0,0,0,0,0,0,2
182,PostGrad Degree,Relationship,68,434,0,66835.0,1033,23,44.9,2,4.3,0,Master,Married,2013-09-28,1946,0,0,21,620,26,195,34,17,141,1,6,4,13,0,0,0,0,0,0,0,3
183,PostGrad Degree,Relationship,30,318,1,30477.0,66,5,13.2,6,20.0,0,Master,Married,2014-01-22,1984,1,0,16,47,1,6,0,0,12,1,1,1,3,0,0,0,0,0,0,0,2
184,Undergrad Degree,Relationship,53,174,0,28249.0,43,5,8.6,6,20.0,0,Basic,Married,2014-06-15,1961,0,0,80,1,9,7,2,14,10,1,2,0,3,0,0,0,0,0,0,0,2
185,Undergrad Degree,Relationship,31,938,1,25271.0,50,4,12.5,9,25.0,0,Graduation,Married,2012-05-12,1983,1,0,45,10,1,18,10,4,7,1,1,1,2,0,0,0,0,0,0,0,0
186,PostGrad Degree,Single,44,125,1,32303.0,39,5,7.8,5,40.0,0,PhD,Single,2014-08-03,1970,0,1,63,35,0,2,0,0,2,2,1,0,4,0,0,0,0,0,0,0,2
187,Undergrad Degree,Relationship,48,666,1,61286.0,608,16,38.0,5,12.5,0,Graduation,Married,2013-02-08,1966,0,1,34,356,0,107,19,9,117,2,7,1,8,0,0,0,0,0,0,0,3
188,Undergrad Degree,Relationship,38,627,0,74068.0,1581,23,68.7,2,4.3,0,Graduation,Married,2013-03-19,1976,0,0,14,783,30,537,140,76,15,1,4,10,9,0,0,0,0,0,0,0,1
189,PostGrad Degree,Relationship,50,651,2,45759.0,68,5,13.6,7,40.0,0,PhD,Married,2013-02-23,1964,1,1,13,42,1,18,3,0,4,2,2,0,3,0,0,0,0,0,0,0,0
190,Undergrad Degree,Relationship,36,818,1,24882.0,80,4,20.0,6,25.0,1,Basic,Together,2012-09-09,1978,1,0,52,1,4,10,29,0,36,1,1,1,2,1,0,0,0,0,0,0,0
191,PostGrad Degree,Relationship,25,568,0,66973.0,1282,27,47.5,3,3.7,0,PhD,Together,2013-05-17,1989,0,0,98,466,22,432,147,113,102,1,8,7,12,0,0,0,0,0,0,0,3
192,PostGrad Degree,Single,114,436,1,36640.0,65,5,13.0,5,20.0,0,2n Cycle,Divorced,2013-09-26,1900,1,0,99,15,6,8,7,4,25,1,2,1,2,0,0,0,0,0,1,0,2
193,Undergrad Degree,Relationship,26,555,1,38872.0,91,6,15.2,8,33.3,0,Graduation,Married,2013-05-30,1988,1,0,93,23,3,21,3,19,22,2,3,0,3,0,0,0,0,0,0,0,0
194,Undergrad Degree,Relationship,41,656,2,51148.0,315,12,26.2,6,33.3,0,Graduation,Married,2013-02-18,1973,1,1,38,235,6,45,8,9,12,4,5,1,6,0,0,0,0,0,0,0,0
195,Undergrad Degree,Relationship,37,342,2,31353.0,31,4,7.8,8,50.0,0,Graduation,Married,2013-12-29,1977,1,1,24,10,0,10,3,1,7,2,1,1,2,0,0,0,0,0,0,0,2
196,PostGrad Degree,Relationship,34,207,0,69661.0,834,22,37.9,3,4.5,0,Master,Married,2014-05-13,1980,0,0,80,656,16,106,32,16,8,1,7,3,12,0,0,0,0,0,0,0,3
197,Undergrad Degree,Relationship,60,443,0,80067.0,1600,16,100.0,2,6.2,1,Graduation,Married,2013-09-19,1954,0,0,82,519,17,813,27,173,51,1,4,6,6,0,0,1,0,0,0,0,1
198,Undergrad Degree,Relationship,60,688,0,86718.0,1270,16,79.4,2,6.2,0,Graduation,Married,2013-01-17,1954,0,0,20,344,189,482,50,33,172,1,5,6,5,0,0,0,0,0,0,0,1
199,PostGrad Degree,Single,41,250,2,46854.0,263,9,29.2,8,66.7,2,PhD,Single,2014-03-31,1973,1,1,81,96,1,79,7,1,79,6,5,1,3,1,0,0,0,0,0,1,2
200,Undergrad Degree,Single,62,160,1,69142.0,535,16,33.4,5,18.8,1,Graduation,Divorced,2014-06-29,1952,0,1,50,448,4,34,6,4,39,3,8,1,7,0,1,0,0,0,0,0,2
201,Undergrad Degree,Single,46,450,0,75922.0,1295,17,76.2,1,5.9,0,Graduation,Single,2013-09-12,1968,0,0,60,265,138,553,224,23,92,1,4,4,9,0,0,0,0,0,0,0,1
202,Undergrad Degree,Single,36,418,1,63693.0,1150,26,44.2,6,11.5,0,Graduation,Divorced,2013-10-14,1978,0,1,63,587,43,337,42,87,54,3,11,6,9,0,0,0,0,0,0,0,3
203,PostGrad Degree,Relationship,37,1029,0,102160.0,1240,26,47.7,4,0.0,4,PhD,Together,2012-02-11,1977,0,0,54,763,29,138,76,176,58,0,7,9,10,0,1,1,1,0,0,1,3
204,PostGrad Degree,Single,49,507,2,40637.0,38,4,9.5,7,50.0,0,PhD,Single,2013-07-17,1965,1,1,72,22,0,13,0,0,3,2,1,0,3,0,0,0,0,0,0,0,0
205,PostGrad Degree,Single,30,786,0,18890.0,35,3,11.7,6,33.3,2,Master,Single,2012-10-11,1984,0,0,5,6,4,1,7,2,15,1,0,1,2,1,0,0,0,0,0,1,0
206,Undergrad Degree,Relationship,26,481,1,29604.0,53,4,13.2,9,25.0,1,Graduation,Together,2013-08-12,1988,1,0,88,7,6,13,7,6,14,1,1,0,3,1,0,0,0,0,0,0,2
207,PostGrad Degree,Single,51,572,2,48721.0,293,11,26.6,6,54.5,0,Master,Divorced,2013-05-13,1963,1,1,50,81,18,113,47,13,21,6,4,2,5,0,0,0,0,0,0,0,0
208,Undergrad Degree,Relationship,48,122,1,44794.0,65,5,13.0,6,20.0,0,Graduation,Married,2014-08-06,1966,0,1,99,54,0,7,0,0,4,1,2,0,3,0,0,0,0,0,0,0,2
209,Undergrad Degree,Single,60,788,1,64497.0,1804,24,75.2,8,20.8,2,Graduation,Divorced,2012-10-09,1954,0,1,17,1170,48,320,42,32,192,5,11,4,9,1,0,0,0,0,0,1,1
210,Undergrad Degree,Relationship,58,615,1,46097.0,241,10,24.1,4,50.0,0,Graduation,Together,2013-03-31,1956,0,1,11,72,24,68,65,4,8,5,3,1,6,0,0,0,0,0,0,0,0
211,Undergrad Degree,Relationship,60,263,0,77972.0,1101,19,57.9,1,5.3,0,Graduation,Together,2014-03-18,1954,0,0,18,613,22,319,33,102,12,1,4,6,9,0,0,0,0,0,0,0,3
212,PostGrad Degree,Relationship,46,940,2,44377.0,264,11,24.0,8,72.7,0,PhD,Married,2012-05-10,1968,1,1,70,224,0,30,0,0,10,8,5,1,5,0,0,0,0,0,0,0,0
213,PostGrad Degree,Relationship,40,684,2,46014.0,541,16,33.8,7,62.5,0,Master,Together,2013-01-21,1974,1,1,21,410,0,59,19,9,44,10,7,1,8,0,0,0,0,0,0,0,3
214,Undergrad Degree,Relationship,29,610,0,70951.0,1198,16,74.9,1,6.2,0,Graduation,Married,2013-04-05,1985,0,0,66,239,10,554,254,87,54,1,3,4,9,0,0,0,0,0,0,0,1
215,Undergrad Degree,Relationship,37,336,1,41443.0,482,14,34.4,8,42.9,0,Graduation,Married,2014-01-04,1977,1,0,79,171,7,171,25,19,89,6,8,1,5,0,0,0,0,0,0,0,2
216,PostGrad Degree,Single,36,1,3,52195.0,17,3,5.7,8,33.3,0,2n Cycle,Single,2014-12-05,1978,2,1,2,12,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,0,2
217,PostGrad Degree,Relationship,66,386,0,83790.0,1615,24,67.3,3,4.2,2,Master,Married,2013-11-15,1948,0,0,81,1076,16,417,42,48,16,1,8,10,6,0,1,1,0,0,0,0,1
218,PostGrad Degree,Single,60,462,1,44551.0,285,10,28.5,7,20.0,0,Master,Widow,2013-08-31,1954,0,1,24,182,4,33,0,0,66,2,4,1,5,0,0,0,0,0,0,0,2
219,Undergrad Degree,Relationship,34,752,1,69508.0,1135,26,43.7,6,7.7,0,Graduation,Together,2012-11-14,1980,1,0,48,824,32,162,42,32,43,2,11,4,11,0,0,0,0,0,0,0,3
220,PostGrad Degree,Relationship,26,32,1,45204.0,114,6,19.0,3,16.7,0,2n Cycle,Together,2014-11-04,1988,1,0,93,30,11,25,29,1,18,1,1,1,4,0,0,0,0,0,0,0,2
221,Undergrad Degree,Relationship,45,387,0,72460.0,1047,15,69.8,1,6.7,0,Graduation,Married,2013-11-14,1969,0,0,56,377,10,540,80,30,10,1,3,5,7,0,0,0,0,0,0,0,1
222,PostGrad Degree,Relationship,44,236,2,77622.0,714,20,35.7,3,10.0,0,PhD,Together,2014-04-14,1970,0,2,3,520,7,154,19,0,14,2,6,3,11,0,0,0,0,0,0,0,3
223,PostGrad Degree,Relationship,34,584,1,30732.0,185,9,20.6,8,44.4,0,PhD,Married,2013-05-01,1980,1,0,44,155,1,25,0,1,3,4,4,1,4,0,0,0,0,0,0,0,0
224,Undergrad Degree,Single,52,849,1,63887.0,1245,27,46.1,6,18.5,0,Graduation,Divorced,2012-08-09,1962,0,1,38,897,23,207,15,11,92,5,9,6,12,0,0,0,0,0,0,0,3
225,Undergrad Degree,Relationship,36,620,1,42011.0,189,8,23.6,8,50.0,0,Graduation,Together,2013-03-26,1978,1,0,46,131,0,16,2,1,39,4,3,1,4,0,0,0,0,0,0,0,0
226,Undergrad Degree,Relationship,38,772,1,51369.0,576,14,41.1,8,14.3,0,Graduation,Together,2012-10-25,1976,0,1,84,297,7,79,0,11,182,2,8,2,4,0,0,0,0,0,0,0,3
227,Undergrad Degree,Single,62,815,1,51537.0,1103,15,73.5,8,20.0,0,Graduation,Divorced,2012-09-12,1952,0,1,27,787,20,204,0,0,92,3,2,2,11,0,0,0,0,0,0,0,1
228,PostGrad Degree,Relationship,42,850,0,79930.0,1753,16,109.6,2,6.2,0,PhD,Married,2012-08-08,1972,0,0,72,792,86,740,67,51,17,1,3,5,8,0,0,0,0,0,0,0,1
229,PostGrad Degree,Relationship,28,293,1,34320.0,17,3,5.7,8,33.3,0,PhD,Together,2014-02-16,1986,1,0,66,4,1,9,3,0,0,1,1,0,2,0,0,0,0,0,0,0,2
230,Undergrad Degree,Single,48,626,2,37070.0,433,14,30.9,7,64.3,1,Graduation,Single,2013-03-20,1966,1,1,30,231,7,137,4,15,39,9,5,1,8,0,0,0,0,0,0,1,3
231,PostGrad Degree,Single,52,584,1,81975.0,1588,13,122.2,7,7.7,1,2n Cycle,Divorced,2013-05-01,1962,0,1,2,983,76,184,180,138,27,1,6,3,4,0,0,1,0,0,0,0,1
232,Undergrad Degree,Relationship,43,570,1,38590.0,22,3,7.3,8,33.3,0,Graduation,Together,2013-05-15,1971,1,0,65,3,1,8,4,3,3,1,1,0,2,0,0,0,0,0,0,0,0
233,Undergrad Degree,Single,63,234,0,15033.0,19,4,4.8,3,25.0,0,Graduation,Single,2014-04-16,1951,0,0,37,0,4,5,6,0,4,1,1,0,3,0,0,0,0,0,0,0,2
234,PostGrad Degree,Relationship,49,623,1,62745.0,1117,26,43.0,5,11.5,0,PhD,Married,2013-03-23,1965,0,1,89,562,21,464,28,10,32,3,7,8,11,0,0,0,0,0,0,0,3
235,PostGrad Degree,Relationship,39,450,1,22212.0,69,6,11.5,6,33.3,0,2n Cycle,Married,2013-09-12,1975,1,0,49,5,9,20,6,8,21,2,2,0,4,0,0,0,0,0,0,0,2
236,PostGrad Degree,Relationship,32,603,1,23661.0,23,4,5.8,7,25.0,0,Master,Together,2013-04-12,1982,1,0,46,18,0,4,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0
237,PostGrad Degree,Single,56,605,1,79761.0,605,18,33.6,3,5.6,0,PhD,Single,2013-04-10,1958,0,1,32,415,5,124,15,35,11,1,5,2,11,0,0,0,0,0,0,0,3
238,Undergrad Degree,Single,41,345,1,7500.0,57,7,8.1,7,57.1,0,Graduation,Single,2013-12-26,1973,1,0,54,5,3,10,12,7,20,4,3,1,3,0,0,0,0,0,0,0,2
239,PostGrad Degree,Single,121,203,1,60182.0,22,3,7.3,4,33.3,0,2n Cycle,Single,2014-05-17,1893,0,1,23,8,0,5,7,0,2,1,1,0,2,0,0,0,0,0,0,0,2
240,Undergrad Degree,Single,46,404,0,73455.0,2088,21,99.4,3,4.8,1,Graduation,Widow,2013-10-28,1968,0,0,98,901,61,757,186,163,20,1,6,5,10,0,1,0,0,0,0,0,1
241,Undergrad Degree,Relationship,56,713,1,64961.0,1009,14,72.1,3,14.3,0,Graduation,Together,2012-12-23,1958,0,1,97,382,114,276,75,124,38,2,6,4,4,0,0,0,0,0,0,0,1
242,Undergrad Degree,Single,43,493,1,22804.0,26,4,6.5,9,25.0,0,Graduation,Single,2013-07-31,1971,1,0,75,14,1,7,2,1,1,1,2,0,2,0,0,0,0,0,0,0,2
243,Undergrad Degree,Relationship,24,373,0,73687.0,1627,21,77.5,2,4.8,2,Graduation,Married,2013-11-28,1990,0,0,8,559,153,503,218,13,181,1,3,9,9,0,0,0,1,0,0,1,1
244,Undergrad Degree,Relationship,56,841,1,61074.0,1102,24,45.9,7,29.2,0,Graduation,Married,2012-08-17,1958,0,1,37,789,0,133,0,28,152,7,11,5,8,0,0,0,0,0,0,0,3
245,PostGrad Degree,Relationship,50,214,2,31686.0,17,4,4.2,6,50.0,0,PhD,Married,2014-05-06,1964,1,1,31,11,0,5,0,0,1,2,1,0,3,0,0,0,0,0,0,0,2
246,Undergrad Degree,Relationship,42,565,1,80134.0,1690,14,120.7,6,14.3,4,Graduation,Married,2013-05-20,1972,1,0,40,1218,16,272,104,0,80,2,5,3,6,0,1,1,1,0,0,1,1
247,Undergrad Degree,Relationship,61,461,1,75027.0,1390,19,73.2,5,10.5,0,Graduation,Married,2013-09-01,1953,0,1,74,925,64,179,133,12,77,2,9,4,6,0,0,0,0,0,0,0,1
248,PostGrad Degree,Relationship,26,827,0,67546.0,2126,19,111.9,3,5.3,0,PhD,Married,2012-08-31,1988,0,0,90,864,134,768,150,38,172,1,4,10,5,0,0,0,0,0,0,0,1
249,PostGrad Degree,Relationship,45,768,1,65176.0,1531,21,72.9,6,19.0,0,Master,Together,2012-10-29,1969,0,1,57,960,28,183,220,70,70,4,9,6,6,0,0,0,0,0,0,0,1
250,PostGrad Degree,Single,39,446,1,31160.0,64,5,12.8,8,40.0,0,Master,Single,2013-09-16,1975,1,0,59,16,3,25,6,1,13,2,2,0,3,0,0,0,0,0,0,0,2
251,Undergrad Degree,Single,29,405,1,29938.0,26,4,6.5,6,50.0,0,Graduation,Single,2013-10-27,1985,1,0,52,3,3,7,0,2,11,2,1,0,3,0,0,0,0,0,0,0,2
252,Undergrad Degree,Single,40,581,0,102692.0,1112,28,39.7,2,3.6,5,Graduation,Divorced,2013-05-04,1974,0,0,5,168,148,444,32,172,148,1,6,9,13,0,1,1,1,1,0,1,3
253,PostGrad Degree,Relationship,56,805,0,26490.0,210,9,23.3,6,22.2,0,2n Cycle,Together,2012-09-22,1958,0,0,92,45,47,52,21,20,25,2,3,1,5,0,0,0,0,0,0,0,0
254,Undergrad Degree,Relationship,47,829,2,75702.0,1148,21,54.7,8,23.8,0,Graduation,Together,2012-08-29,1967,1,1,77,650,28,353,45,42,30,5,4,6,11,0,0,0,0,0,0,0,3
255,PostGrad Degree,Single,40,784,1,30899.0,33,4,8.2,6,50.0,0,PhD,Single,2012-10-13,1974,1,0,35,24,0,8,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0
256,PostGrad Degree,Relationship,53,781,1,63342.0,1101,16,68.8,6,18.8,1,PhD,Together,2012-10-16,1961,0,1,48,918,21,118,13,10,21,3,8,3,5,0,1,0,0,0,0,0,1
257,Undergrad Degree,Single,50,775,1,45989.0,322,12,26.8,3,33.3,0,Graduation,Single,2012-10-22,1964,0,1,97,138,33,87,28,24,12,4,3,2,7,0,0,0,0,0,0,0,0
258,Undergrad Degree,Single,50,609,2,18701.0,44,6,7.3,5,66.7,0,Graduation,Single,2013-04-06,1964,1,1,95,12,4,2,10,6,10,4,2,0,4,0,0,0,0,0,0,0,0
259,PostGrad Degree,Single,57,481,3,40737.0,17,3,5.7,8,33.3,0,PhD,Single,2013-08-12,1957,2,1,24,11,0,4,0,0,2,1,1,0,2,0,0,0,0,0,0,0,2
260,Undergrad Degree,Single,35,787,1,15287.0,31,4,7.8,7,50.0,2,Graduation,Divorced,2012-10-10,1979,1,0,60,1,2,8,4,3,13,2,1,1,2,1,0,0,0,0,0,1,0
261,PostGrad Degree,Single,46,563,2,69674.0,845,22,38.4,5,13.6,0,PhD,Divorced,2013-05-22,1968,0,2,46,554,41,215,11,0,24,3,10,2,10,0,0,0,0,0,0,0,3
262,PostGrad Degree,Relationship,44,172,1,44159.0,275,11,25.0,5,36.4,0,Master,Married,2014-06-17,1970,1,0,85,167,2,62,24,13,7,4,4,1,6,0,0,0,0,0,0,0,2
263,PostGrad Degree,Relationship,36,743,1,37717.0,25,3,8.3,9,33.3,0,PhD,Married,2012-11-23,1978,1,0,31,9,0,6,4,1,5,1,1,0,2,0,0,0,0,0,0,0,0
